Region/country/area,Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Congo,Bioenergy,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
Congo,Solid biofuels and renewable municipal waste,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
Congo,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,Bagasse,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Congo,Other solid biofuels,7,7,7,7,7,7,7,7,7,7,7,7,7
Congo,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Total renewable energy,604,604,604,604,604.009,604.284,604.45,880.007,881.048,883.157,885.353,886.7,886.7
Cote d'Ivoire,Hydropower,604,604,604,604,604,604,604,879,879,879,879,879,879
Cote d'Ivoire,Renewable hydropower,604,604,604,604,604,604,604,879,879,879,879,879,879
Cote d'Ivoire,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Solar,0,0,0,0,0.009,0.284,0.45,1.007,2.048,4.157,6.353,7.7,7.7
Cote d'Ivoire,Solar photovoltaic,0,0,0,0,0.009,0.284,0.45,1.007,2.048,4.157,6.353,7.7,7.7
Cote d'Ivoire,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Total renewable energy,0,0,0.3,0.3,0.3,0.3,0.362,0.362,0.362,0.362,0.362,20.362,20.362
Djibouti,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Wind,0,0,0,0,0,0,0,0,0,0,0,20,20
Djibouti,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,20,20
Djibouti,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Solar,0,0,0.3,0.3,0.3,0.3,0.362,0.362,0.362,0.362,0.362,0.362,0.362
Djibouti,Solar photovoltaic,0,0,0.3,0.3,0.3,0.3,0.362,0.362,0.362,0.362,0.362,0.362,0.362
Djibouti,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Total renewable energy,3437,3457,3457,3457,3457,3658,3681,3802,4793.2,5689.7,5933.5,6257.5,6321.5
Egypt,Hydropower,2800,2800,2800,2800,2800,2800,2800,2800,2832,2832,2832,2832,2832
Egypt,Renewable hydropower,2800,2800,2800,2800,2800,2800,2800,2800,2832,2832,2832,2832,2832
Egypt,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Wind,555,555,555,555,555,755,755,755,1130,1132,1380,1640,1642.5
Egypt,Onshore wind energy,555,555,555,555,555,755,755,755,1130,1132,1380,1640,1642.5
Egypt,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Solar,15,35,35,35,35,36,59,180,764.2,1647.2,1643,1662.5,1724
Egypt,Solar photovoltaic,15,15,15,15,15,16,39,160,744.2,1627.2,1623,1642.5,1704
Egypt,Concentrated solar power,0,20,20,20,20,20,20,20,20,20,20,20,20
Egypt,Bioenergy,67,67,67,67,67,67,67,67,67,78.5,78.5,123,123
Egypt,Solid biofuels and renewable municipal waste,67,67,67,67,67,67,67,67,67,67,67,67,67
Egypt,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Bagasse,67,67,67,67,67,67,67,67,67,67,67,67,67
Egypt,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Biogas,0,0,0,0,0,0,0,0,0,11.5,11.5,56,56
Egypt,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Total renewable energy,5.6,5.6,125.6,125.6,125.6,125.6,125.754,125.948,127.488,127.47,127.459,127.323,127.323
Equatorial Guinea,Hydropower,5.6,5.6,125.6,125.6,125.6,125.6,125.6,125.6,127.14,127.14,127.14,127.14,127.14
Equatorial Guinea,Renewable hydropower,5.6,5.6,125.6,125.6,125.6,125.6,125.6,125.6,127.14,127.14,127.14,127.14,127.14
Equatorial Guinea,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Solar,0,0,0,0,0,0,0.154,0.348,0.348,0.33,0.319,0.183,0.183
Equatorial Guinea,Solar photovoltaic,0,0,0,0,0,0,0.154,0.348,0.348,0.33,0.319,0.183,0.183
Equatorial Guinea,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Total renewable energy,0.829,0.83,0.848,0.86,8.684,8.684,9.839,12.179,12.429,12.427,12.414,11.632,11.632
Eritrea,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Wind,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825
Eritrea,Onshore wind energy,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825
Eritrea,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Solar,0.004,0.005,0.023,0.035,7.859,7.859,9.014,11.354,11.604,11.602,11.589,10.807,10.807
Eritrea,Solar photovoltaic,0.004,0.005,0.023,0.035,7.859,7.859,9.014,11.354,11.604,11.602,11.589,10.807,10.807
Eritrea,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Total renewable energy,124.317,185.935,185.961,185.978,169.004,169.03,169.13,169.13,169.13,169.13,169.13,179.13,179.13
Eswatini,Hydropower,62.7,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2
Eswatini,Renewable hydropower,62.7,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2
Eswatini,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Solar,0.617,0.735,0.761,0.778,0.804,0.83,0.93,0.93,0.93,0.93,0.93,10.93,10.93
Eswatini,Solar photovoltaic,0.617,0.735,0.761,0.778,0.804,0.83,0.93,0.93,0.93,0.93,0.93,10.93,10.93
Eswatini,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Bioenergy,61,123,123,123,106,106,106,106,106,106,106,106,106
Eswatini,Solid biofuels and renewable municipal waste,61,123,123,123,106,106,106,106,106,106,106,106,106
Eswatini,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Bagasse,44,106,106,106,106,106,106,106,106,106,106,106,106
Eswatini,Other solid biofuels,17,17,17,17,0,0,0,0,0,0,0,0,0
Eswatini,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Total renewable energy,1901.685,2080.114,2080.927,2224.323,2230.11,2618.869,2649.025,4366.079,4450.931,4450.931,4712.769,4758.769,5588.769
Ethiopia,Hydropower,1874.557,1971.679,1971.679,1971.679,1971.679,2158.679,2158.679,3817.279,3817.279,3817.279,4071.279,4071.279,4821.279
Ethiopia,Renewable hydropower,1874.557,1971.679,1971.679,1971.679,1971.679,2158.679,2158.679,3817.279,3817.279,3817.279,4071.279,4071.279,4821.279
Ethiopia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Wind,0,81,81,171,171,324,324.006,324.006,324.006,324.006,324.006,324.006,404.006
Ethiopia,Onshore wind energy,0,81,81,171,171,324,324.006,324.006,324.006,324.006,324.006,324.006,404.006
Ethiopia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Solar,0.028,0.335,1.148,3.344,9.131,9.89,14.04,12.494,12.346,12.346,20.184,21.184,21.184
Ethiopia,Solar photovoltaic,0.028,0.335,1.148,3.344,9.131,9.89,14.04,12.494,12.346,12.346,20.184,21.184,21.184
Ethiopia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Bioenergy,19.8,19.8,19.8,71,71,119,145,205,290,290,290,335,335
Ethiopia,Solid biofuels and renewable municipal waste,19.8,19.8,19.8,71,71,119,145,205,290,290,290,335,335
Ethiopia,Renewable municipal waste,0,0,0,0,0,0,0,0,25,25,25,25,25
Ethiopia,Bagasse,19.8,19.8,19.8,71,71,119,145,205,265,265,265,310,310
Ethiopia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Geothermal,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Gabon,Total renewable energy,170.2,170.2,170.2,330.2,330.2,331.5,331.587,331.587,331.587,331.587,331.987,331.987,331.987
Gabon,Hydropower,170.2,170.2,170.2,330.2,330.2,330.2,330.287,330.287,330.287,330.287,330.287,330.287,330.287
Gabon,Renewable hydropower,170.2,170.2,170.2,330.2,330.2,330.2,330.287,330.287,330.287,330.287,330.287,330.287,330.287
Gabon,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Solar,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0.5,0.5
Gabon,Solar photovoltaic,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0.5,0.5
Gabon,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Bioenergy,0,0,0,0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Gabon,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Biogas,0,0,0,0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Gabon,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Total renewable energy,1.927,2.009,3.041,3.076,3.32,3.38,3.39,3.392,3.392,3.893,3.893,3.893,4.013
Gambia,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Wind,0.15,0.15,1.05,1.05,1.214,1.214,1.214,1.214,1.214,1.214,1.214,1.214,1.214
Gambia,Onshore wind energy,0.15,0.15,1.05,1.05,1.214,1.214,1.214,1.214,1.214,1.214,1.214,1.214,1.214
Gambia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Solar,1.777,1.859,1.991,2.026,2.106,2.166,2.176,2.178,2.178,2.679,2.679,2.679,2.799
Gambia,Solar photovoltaic,1.777,1.859,1.991,2.026,2.106,2.166,2.176,2.178,2.178,2.679,2.679,2.679,2.799
Gambia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Total renewable energy,1186.774,1186.774,1186.774,1589.913,1596.408,1626.279,1630.472,1636.158,1663.817,1674.499,1698.873,1702.202,1702.202
Ghana,Hydropower,1180,1180,1180,1580,1580,1584,1584,1584,1584,1584,1584.045,1584.045,1584.045
Ghana,Renewable hydropower,1180,1180,1180,1580,1580,1584,1584,1584,1584,1584,1584.045,1584.045,1584.045
Ghana,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Wind,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Ghana,Onshore wind energy,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Ghana,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Solar,0,0,0,3.139,8.134,33.885,38.078,43.764,71.423,82.105,106.434,109.763,109.763
Ghana,Solar photovoltaic,0,0,0,3.139,8.134,33.885,38.078,43.764,71.423,82.105,106.434,109.763,109.763
Ghana,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Bioenergy,6.774,6.774,6.774,6.774,8.274,8.374,8.374,8.374,8.374,8.374,8.374,8.374,8.374
Ghana,Solid biofuels and renewable municipal waste,6.774,6.774,6.774,6.774,8.274,8.274,8.274,8.274,8.274,8.274,8.274,8.274,8.274
Ghana,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Other solid biofuels,7,7,7,7,8,8,8,8,8,8,8,8,8
Ghana,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Biogas,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ghana,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Total renewable energy,128.82,128.82,130.84,129.331,129.331,369.333,369.487,369.686,382.2,377.89,603.506,828.837,828.617
Guinea,Hydropower,128.22,128.22,130.22,129.22,129.22,369.22,369.22,369.22,369.22,364.22,589.22,814.22,814
Guinea,Renewable hydropower,128.22,128.22,130.22,129.22,129.22,369.22,369.22,369.22,369.22,364.22,589.22,814.22,814
Guinea,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Solar,0.6,0.6,0.62,0.111,0.111,0.113,0.267,0.466,12.98,13.67,14.286,14.617,14.617
Guinea,Solar photovoltaic,0.6,0.6,0.62,0.111,0.111,0.113,0.267,0.466,12.98,13.67,14.286,14.617,14.617
Guinea,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Total renewable energy,0,0,0,0,0,0.312,0.312,0.312,1.169,1.169,1.169,1.169,1.169
Guinea-Bissau,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Solar,0,0,0,0,0,0.312,0.312,0.312,1.169,1.169,1.169,1.169,1.169
Guinea-Bissau,Solar photovoltaic,0,0,0,0,0,0.312,0.312,0.312,1.169,1.169,1.169,1.169,1.169
Guinea-Bissau,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Total renewable energy,1032.285,1033.524,1087.993,1100.064,1271.211,1567.392,1636.1,1678.146,2063.945,2090.052,2294.88,2465.651,2649.415
Kenya,Hydropower,772.935,772.935,817.935,825.988,826.842,832.842,836.362,847.482,849.982,855.682,850.342,850.342,858.542
Kenya,Renewable hydropower,772.935,772.935,817.935,825.988,826.842,832.842,836.362,847.482,849.982,855.682,850.342,850.342,858.542
Kenya,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Wind,5.65,5.65,5.65,5.65,5.85,26.1,26.1,26.21,336.1,336.1,336.1,436.1,436.1
Kenya,Onshore wind energy,5.65,5.65,5.65,5.65,5.85,26.1,26.1,26.21,336.1,336.1,336.1,436.1,436.1
Kenya,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Solar,0.196,1.435,3.404,7.422,16.915,31.246,36.434,46.35,106.359,126.766,146.634,217.405,306.969
Kenya,Solar photovoltaic,0.196,1.435,3.404,7.422,16.915,31.246,36.434,46.35,106.359,126.766,146.634,217.405,306.969
Kenya,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Bioenergy,55.504,55.504,55.504,55.504,55.504,58.304,84.304,85.204,87.704,87.704,98.704,98.704,98.704
Kenya,Solid biofuels and renewable municipal waste,55.5,55.5,55.5,55.5,55.5,55.5,81.5,83.2,85.7,85.7,96.7,96.7,96.7
Kenya,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Bagasse,55.5,55.5,55.5,55.5,55.5,55.5,81.5,83.2,85.7,85.7,96.7,96.7,96.7
Kenya,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Biogas,0.004,0.004,0.004,0.004,0.004,2.804,2.804,2.004,2.004,2.004,2.004,2.004,2.004
Kenya,Geothermal,198,198,205.5,205.5,366.1,618.9,652.9,672.9,683.8,683.8,863.1,863.1,949.1
Lesotho,Total renewable energy,72.75,72.75,74.75,74.623,74.623,74.623,74.623,74.623,74.623,74.623,74.623,74.823,74.823
Lesotho,Hydropower,72.75,72.75,74.75,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18
Lesotho,Renewable hydropower,72.75,72.75,74.75,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18,74.18
Lesotho,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Solar,0,0,0,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.643,0.643
Lesotho,Solar photovoltaic,0,0,0,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.643,0.643
Lesotho,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Total renewable energy,4.805,4.805,4.84,4.85,4.95,4.967,27.029,95.451,95.628,95.628,95.628,95.628,95.628
Liberia,Hydropower,4.8,4.8,4.8,4.8,4.86,4.86,26.86,92.86,92.86,92.86,92.86,92.86,92.86
Liberia,Renewable hydropower,4.8,4.8,4.8,4.8,4.86,4.86,26.86,92.86,92.86,92.86,92.86,92.86,92.86
Liberia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Solar,0.005,0.005,0.04,0.04,0.04,0.057,0.059,2.406,2.583,2.583,2.583,2.583,2.583
Liberia,Solar photovoltaic,0.005,0.005,0.04,0.04,0.04,0.057,0.059,2.406,2.583,2.583,2.583,2.583,2.583
Liberia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Bioenergy,0,0,0,0.01,0.05,0.05,0.11,0.185,0.185,0.185,0.185,0.185,0.185
Liberia,Solid biofuels and renewable municipal waste,0,0,0,0.01,0.05,0.05,0.11,0.185,0.185,0.185,0.185,0.185,0.185
Liberia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
